Filename,Timestamp,Total Rain,Rain Class,Period
SMM00894,20230220_145500,0-8,moderate,afternoon
SMM00894,20230220_150000,0-8,moderate,afternoon
SMM00894,20230220_150500,0-4,moderate,afternoon
SMM00894,20230220_151000,0-6,moderate,afternoon
SMM00894,20230220_151500,0-4,moderate,afternoon
SMM00894,20230220_152000,0-2,light,afternoon
SMM00894,20230220_152500,0-4,moderate,afternoon
SMM00894,20230220_153000,1-0,heavy,afternoon
SMM00894,20230220_153500,0-8,moderate,afternoon
SMM00894,20230220_154000,0-2,light,afternoon
SMM00894,20230220_154500,0-4,moderate,afternoon
SMM00894,20230220_155000,0-8,moderate,afternoon
SMM00894,20230220_155500,0-4,moderate,afternoon
SMM00894,20230220_160000,0-8,moderate,afternoon
SMM00894,20230220_160500,0-6,moderate,afternoon
SMM00894,20230220_161000,0-4,moderate,afternoon
SMM00894,20230220_175500,0-6,moderate,afternoon
SMM00894,20230220_180000,0-2,light,night
SMM00894,20230220_180500,0-2,light,night
SMM00894,20230220_181000,0-2,light,night
SMM00894,20230220_181500,0-2,light,night
SMM00894,20230220_182000,0-2,light,night
SMM00894,20230220_182500,0-2,light,night
SMM00894,20230220_183000,0-2,light,night
SMM00894,20230220_183500,0-4,moderate,night
SMM00894,20230220_184000,0-2,light,night
SMM00894,20230220_184500,0-2,light,night
SMM00894,20230220_185000,0-4,moderate,night
SMM00894,20230220_185500,0-2,light,night
SMM00894,20230220_190000,0-4,moderate,night
SMM00894,20230220_190500,0-2,light,night
SMM00894,20230220_191000,0-2,light,night
SMM00894,20230220_191500,0-2,light,night
SMM00894,20230220_195500,0-4,moderate,night
SMM00894,20230223_010500,0-2,light,night
SMM00894,20230223_011000,0-2,light,night
SMM00894,20230223_011500,0-4,moderate,night
SMM00894,20230223_012000,0-4,moderate,night
SMM00894,20230223_012500,0-4,moderate,night
SMM00894,20230223_013000,0-2,light,night
SMM00894,20230223_013500,0-4,moderate,night
SMM00894,20230224_040000,0-4,moderate,night
SMM00894,20230224_105500,0-2,light,morning
SMM00894,20230224_110000,1-0,heavy,morning
SMM00894,20230224_110500,3-8,heavy,morning
SMM00894,20230224_111000,0-8,moderate,morning
SMM00894,20230224_115500,0-4,moderate,morning
SMM00894,20230224_120000,0-8,moderate,afternoon
SMM00894,20230224_120500,0-2,light,afternoon
SMM00894,20230224_121000,0-2,light,afternoon
SMM00894,20230224_131500,0-4,moderate,afternoon
SMM00894,20230224_132500,0-4,moderate,afternoon
SMM00894,20230224_135000,0-4,moderate,afternoon
SMM00894,20230224_135500,0-4,moderate,afternoon
SMM00894,20230224_140000,0-2,light,afternoon
SMM00894,20230224_140500,0-6,moderate,afternoon
SMM00894,20230224_141000,0-2,light,afternoon
SMM00894,20230224_141500,0-4,moderate,afternoon
SMM00894,20230224_142000,0-2,light,afternoon
SMM00894,20230224_142500,0-6,moderate,afternoon
SMM00894,20230224_143000,0-4,moderate,afternoon
SMM00894,20230224_143500,0-2,light,afternoon
SMM00894,20230226_035500,0-2,light,night
SMM00894,20230226_040000,1-6,heavy,night
SMM00894,20230226_040500,1-8,heavy,night
SMM00894,20230226_041000,1-6,heavy,night
SMM00894,20230226_041500,0-8,moderate,night
SMM00894,20230226_042000,1-0,heavy,night
SMM00894,20230226_042500,0-4,moderate,night
SMM00894,20230226_043000,0-2,light,night
SMM00894,20230226_043500,0-2,light,night
SMM00894,20230226_044000,0-2,light,night
SMM00894,20230226_052500,0-4,moderate,night
SMM00894,20230226_053000,0-2,light,night
SMM00894,20230226_053500,0-2,light,night
SMM00894,20230226_054000,0-4,moderate,night
SMM00894,20230226_055000,0-2,light,night
SMM00894,20230226_055500,0-2,light,night
SMM00894,20230226_062000,0-2,light,morning
SMM00894,20230226_062500,0-2,light,morning
SMM00894,20230226_063500,0-2,light,morning
SMM00894,20230226_064000,0-4,moderate,morning
SMM00894,20230226_064500,0-2,light,morning
SMM00894,20230226_065000,0-2,light,morning
SMM00894,20230226_065500,0-2,light,morning
SMM00894,20230227_035000,0-4,moderate,night
SMM00894,20230227_035500,0-6,moderate,night
SMM00894,20230227_040500,0-4,moderate,night
SMM00894,20230227_041000,0-2,light,night
SMM00894,20230227_043000,0-2,light,night
SMM00894,20230227_043500,0-4,moderate,night
SMM00894,20230227_044000,0-2,light,night
SMM00894,20230227_045000,0-2,light,night
SMM00894,20230227_045500,0-2,light,night
SMM00894,20230227_050000,0-4,moderate,night
SMM00894,20230227_050500,0-2,light,night
SMM00894,20230227_051000,0-4,moderate,night
SMM00894,20230227_051500,0-2,light,night
SMM00894,20230227_053500,0-2,light,night
SMM00894,20230227_054000,0-2,light,night
SMM00894,20230227_063500,0-4,moderate,morning
SMM00894,20230227_131500,0-4,moderate,afternoon
SMM00894,20230227_132000,0-4,moderate,afternoon
SMM00894,20230227_190000,0-2,light,night
SMM00894,20230227_190500,0-2,light,night
SMM00894,20230227_191500,0-2,light,night
SMM00894,20230227_192000,0-4,moderate,night
SMM00894,20230227_192500,0-4,moderate,night
SMM00894,20230227_193000,0-6,moderate,night
SMM00894,20230227_193500,0-6,moderate,night
SMM00894,20230227_194000,0-4,moderate,night
SMM00894,20230227_194500,0-4,moderate,night
SMM00894,20230227_195000,0-8,moderate,night
SMM00894,20230227_195500,0-4,moderate,night
SMM00894,20230227_200000,0-4,moderate,night
SMM00894,20230227_200500,0-2,light,night
SMM00894,20230227_201000,0-2,light,night
SMM00894,20230227_201500,0-4,moderate,night
SMM00894,20230301_013500,1-0,heavy,night
SMM00894,20230301_014000,2-0,heavy,night
SMM00894,20230301_014500,1-8,heavy,night
SMM00894,20230301_015000,3-4,heavy,night
SMM00894,20230301_015500,5-0,violent,night
SMM00894,20230301_020000,3-0,heavy,night
SMM00894,20230301_020500,1-2,heavy,night
SMM00894,20230301_021000,0-6,moderate,night
SMM00894,20230301_033500,0-2,light,night
SMM00894,20230301_034000,0-2,light,night
SMM00894,20230301_131000,2-8,heavy,afternoon
SMM00894,20230301_131500,4-4,violent,afternoon
SMM00894,20230301_132000,3-6,heavy,afternoon
SMM00894,20230301_132500,4-2,violent,afternoon
SMM00894,20230301_133000,2-4,heavy,afternoon
SMM00894,20230301_133500,1-6,heavy,afternoon
SMM00894,20230301_134000,0-8,moderate,afternoon
SMM00894,20230301_134500,0-6,moderate,afternoon
SMM00894,20230301_135000,0-4,moderate,afternoon
SMM00894,20230301_135500,0-2,light,afternoon
SMM00894,20230301_145000,0-4,moderate,afternoon
SMM00894,20230301_145500,0-2,light,afternoon
SMM00894,20230301_150000,0-2,light,afternoon
SMM00894,20230302_141500,0-2,light,afternoon
SMM00894,20230302_142000,0-2,light,afternoon
SMM00894,20230304_162500,0-2,light,afternoon
SMM00894,20230304_163000,2-0,heavy,afternoon
SMM00894,20230304_163500,0-8,moderate,afternoon
SMM00894,20230304_164000,0-4,moderate,afternoon
SMM00894,20230304_172500,0-6,moderate,afternoon
SMM00894,20230304_173000,1-6,heavy,afternoon
SMM00894,20230304_173500,1-4,heavy,afternoon
SMM00894,20230304_174000,0-4,moderate,afternoon
SMM00894,20230304_174500,0-2,light,afternoon
SMM00894,20230304_182000,0-4,moderate,night
SMM00894,20230305_051000,0-2,light,night
SMM00894,20230305_051500,1-0,heavy,night
SMM00894,20230305_052000,1-0,heavy,night
SMM00894,20230305_052500,0-2,light,night
SMM00894,20230305_053000,0-4,moderate,night
SMM00894,20230305_053500,0-8,moderate,night
SMM00894,20230305_054000,0-6,moderate,night
SMM00894,20230305_054500,0-2,light,night
SMM00894,20230305_055000,1-0,heavy,night
SMM00894,20230305_055500,0-8,moderate,night
SMM00894,20230305_060000,2-0,heavy,morning
SMM00894,20230305_060500,2-4,heavy,morning
SMM00894,20230305_061000,1-6,heavy,morning
SMM00894,20230305_061500,0-4,moderate,morning
SMM00894,20230305_062000,0-2,light,morning
SMM00894,20230305_062500,0-4,moderate,morning
SMM00894,20230305_063000,0-2,light,morning
SMM00894,20230305_063500,0-4,moderate,morning
SMM00894,20230305_064000,0-4,moderate,morning
SMM00894,20230305_064500,0-4,moderate,morning
SMM00894,20230305_065000,0-6,moderate,morning
SMM00894,20230305_065500,0-2,light,morning
SMM00894,20230305_070000,0-2,light,morning
SMM00894,20230305_070500,0-4,moderate,morning
SMM00894,20230305_071000,0-2,light,morning
SMM00894,20230305_071500,0-4,moderate,morning
SMM00894,20230305_072000,0-2,light,morning
SMM00894,20230305_072500,0-2,light,morning
SMM00894,20230305_073000,0-2,light,morning
SMM00894,20230305_142500,0-6,moderate,afternoon
SMM00894,20230305_143000,0-8,moderate,afternoon
SMM00894,20230305_143500,0-2,light,afternoon
SMM00894,20230305_152000,0-2,light,afternoon
SMM00894,20230305_152500,0-2,light,afternoon
SMM00894,20230306_071000,0-4,moderate,morning
SMM00894,20230306_172000,0-4,moderate,afternoon
SMM00894,20230306_172500,1-2,heavy,afternoon
SMM00894,20230306_173000,0-8,moderate,afternoon
SMM00894,20230307_215500,0-4,moderate,night
SMM00894,20230307_220000,0-4,moderate,night
SMM00894,20230307_220500,0-4,moderate,night
SMM00894,20230307_221000,0-6,moderate,night
SMM00894,20230307_221500,0-8,moderate,night
SMM00894,20230307_222000,0-6,moderate,night
SMM00894,20230307_222500,0-6,moderate,night
SMM00894,20230307_223000,0-6,moderate,night
SMM00894,20230307_223500,0-4,moderate,night
SMM00894,20230307_224000,0-4,moderate,night
SMM00894,20230307_224500,0-2,light,night
SMM00894,20230310_083500,0-6,moderate,morning
SMM00894,20230310_084000,0-2,light,morning
SMM00894,20230310_085000,0-2,light,morning
SMM00894,20230310_085500,0-4,moderate,morning
SMM00894,20230310_090000,0-2,light,morning
SMM00894,20230310_094500,0-4,moderate,morning
SMM00894,20230310_105500,0-4,moderate,morning
SMM00894,20230310_155500,3-0,heavy,afternoon
SMM00894,20230310_160000,0-6,moderate,afternoon
SMM00894,20230310_181000,0-2,light,night
SMM00894,20230310_181500,1-2,heavy,night
SMM00894,20230310_182000,0-2,light,night
SMM00894,20230310_190000,2-4,heavy,night
SMM00894,20230310_190500,3-0,heavy,night
SMM00894,20230310_191000,3-2,heavy,night
SMM00894,20230310_191500,1-8,heavy,night
SMM00894,20230310_194000,0-8,moderate,night
SMM00894,20230310_194500,1-6,heavy,night
SMM00894,20230310_195000,0-8,moderate,night
SMM00894,20230310_195500,1-0,heavy,night
SMM00894,20230310_200000,0-2,light,night
SMM00894,20230310_200500,0-4,moderate,night
SMM00894,20230310_202000,0-2,light,night
SMM00894,20230310_202500,0-2,light,night
SMM00894,20230310_203000,0-4,moderate,night
SMM00894,20230310_203500,0-4,moderate,night
SMM00894,20230310_204000,0-2,light,night
SMM00894,20230310_204500,0-4,moderate,night
SMM00894,20230310_210500,0-4,moderate,night
SMM00894,20230310_211000,0-2,light,night
SMM00894,20230310_211500,0-2,light,night
SMM00894,20230310_212000,0-2,light,night
SMM00894,20230310_212500,0-2,light,night
SMM00894,20230310_213000,0-2,light,night
SMM00894,20230310_213500,0-2,light,night
SMM00894,20230310_214000,0-4,moderate,night
SMM00894,20230310_214500,0-4,moderate,night
SMM00894,20230310_215000,0-2,light,night
SMM00894,20230310_215500,0-2,light,night
SMM00894,20230310_220000,0-4,moderate,night
SMM00894,20230310_220500,0-4,moderate,night
SMM00894,20230310_221000,0-2,light,night
SMM00894,20230310_221500,0-2,light,night
SMM00894,20230310_222000,0-2,light,night
SMM00894,20230310_223000,0-2,light,night
SMM00894,20230310_223500,0-4,moderate,night
SMM00894,20230311_004500,0-4,moderate,night
SMM00894,20230311_120500,0-4,moderate,afternoon
SMM00894,20230311_121000,0-6,moderate,afternoon
SMM00894,20230311_121500,0-6,moderate,afternoon
SMM00894,20230311_122000,0-2,light,afternoon
SMM00894,20230311_122500,0-2,light,afternoon
SMM00894,20230311_123000,2-2,heavy,afternoon
SMM00894,20230311_123500,2-4,heavy,afternoon
SMM00894,20230311_124000,1-8,heavy,afternoon
SMM00894,20230311_124500,0-8,moderate,afternoon
SMM00894,20230312_113000,0-2,light,morning
SMM00894,20230312_113500,0-2,light,morning
SMM00894,20230312_114000,0-4,moderate,morning
SMM00894,20230312_114500,0-2,light,morning
SMM00894,20230312_115000,0-8,moderate,morning
SMM00894,20230312_115500,0-4,moderate,morning
SMM00894,20230312_120000,0-8,moderate,afternoon
SMM00894,20230312_120500,0-4,moderate,afternoon
SMM00894,20230312_121000,0-4,moderate,afternoon
SMM00894,20230312_121500,0-4,moderate,afternoon
SMM00894,20230312_122000,0-2,light,afternoon
SMM00894,20230312_123000,0-8,moderate,afternoon
SMM00894,20230312_123500,0-8,moderate,afternoon
SMM00894,20230312_124000,0-6,moderate,afternoon
SMM00894,20230312_124500,0-6,moderate,afternoon
SMM00894,20230312_125000,0-2,light,afternoon
SMM00894,20230312_125500,0-2,light,afternoon
SMM00894,20230312_130000,0-2,light,afternoon
SMM00894,20230312_130500,0-4,moderate,afternoon
SMM00894,20230312_131000,0-2,light,afternoon
SMM00894,20230312_131500,0-2,light,afternoon
SMM00894,20230312_132000,0-2,light,afternoon
SMM00894,20230312_132500,0-4,moderate,afternoon
SMM00894,20230317_202500,0-2,light,night
SMM00894,20230317_203000,0-2,light,night
SMM00894,20230317_203500,0-2,light,night
SMM00894,20230319_191500,2-6,heavy,night
SMM00894,20230319_192000,2-6,heavy,night
SMM00894,20230319_192500,3-0,heavy,night
SMM00894,20230319_193000,6-4,violent,night
SMM00894,20230319_193500,6-2,violent,night
SMM00894,20230319_194000,2-6,heavy,night
SMM00894,20230319_194500,1-6,heavy,night
SMM00894,20230319_195000,0-4,moderate,night
SMM00894,20230319_195500,0-2,light,night
SMM00894,20230319_214500,0-2,light,night
SMM00894,20230319_215000,0-2,light,night
SMM00894,20230324_002500,0-2,light,night
SMM00894,20230324_003000,0-2,light,night
SMM00894,20230324_022500,0-4,moderate,night
SMM00894,20230324_023000,0-2,light,night
SMM00894,20230324_023500,0-2,light,night
SMM00894,20230324_024000,0-4,moderate,night
SMM00894,20230324_024500,0-2,light,night
SMM00894,20230324_025000,0-6,moderate,night
SMM00894,20230324_025500,0-2,light,night
SMM00894,20230324_030000,0-2,light,night
SMM00894,20230324_030500,0-6,moderate,night
SMM00894,20230324_031000,0-2,light,night
SMM00894,20230324_032000,0-4,moderate,night
SMM00894,20230324_032500,0-2,light,night
SMM00894,20230324_033000,0-2,light,night
SMM00894,20230324_033500,0-2,light,night
SMM00894,20230324_034000,0-2,light,night
SMM00894,20230324_034500,0-4,moderate,night
SMM00894,20230324_035000,0-2,light,night
SMM00894,20230324_052500,0-2,light,night
SMM00894,20230324_053000,0-4,moderate,night
SMM00894,20230324_053500,0-2,light,night
SMM00894,20230324_054000,0-2,light,night
SMM00894,20230324_054500,0-2,light,night
SMM00894,20230324_055000,0-2,light,night
SMM00894,20230324_055500,0-2,light,night
SMM00894,20230324_060000,0-4,moderate,morning
SMM00894,20230324_060500,0-2,light,morning
SMM00894,20230324_061000,0-2,light,morning
SMM00894,20230324_061500,0-2,light,morning
SMM00894,20230324_062000,0-2,light,morning
SMM00894,20230324_062500,0-4,moderate,morning
SMM00894,20230324_063000,0-4,moderate,morning
SMM00894,20230324_063500,0-2,light,morning
SMM00894,20230324_064000,0-2,light,morning
SMM00894,20230324_064500,0-4,moderate,morning
SMM00894,20230324_065000,0-4,moderate,morning
SMM00894,20230324_065500,0-2,light,morning
SMM00894,20230324_070000,0-2,light,morning
SMM00894,20230324_070500,0-2,light,morning
SMM00894,20230324_071000,0-2,light,morning
SMM00894,20230324_071500,0-2,light,morning
SMM00894,20230324_072000,0-4,moderate,morning
SMM00894,20230324_072500,0-2,light,morning
SMM00894,20230325_135500,0-2,light,afternoon
SMM00894,20230325_140000,1-4,heavy,afternoon
SMM00894,20230325_140500,0-2,light,afternoon
SMM00894,20230325_141000,0-2,light,afternoon
SMM00894,20230326_234000,0-2,light,night
SMM00894,20230326_234500,0-2,light,night
SMM00894,20230326_235000,0-2,light,night
SMM00894,20230326_235500,0-2,light,night
SMM00894,20230327_000000,0-2,light,night
SMM00894,20230327_000500,0-4,moderate,night
SMM00894,20230327_001000,0-2,light,night
SMM00894,20230327_001500,0-2,light,night
SMM00894,20230327_002000,0-2,light,night
SMM00894,20230327_003000,0-2,light,night
SMM00894,20230327_003500,0-2,light,night
SMM00894,20230327_004500,0-2,light,night
SMM00894,20230327_005000,0-2,light,night
SMM00894,20230327_005500,0-2,light,night
SMM00894,20230327_010500,0-2,light,night
SMM00894,20230327_011000,0-4,moderate,night
SMM00894,20230327_011500,0-2,light,night
SMM00894,20230327_012000,0-2,light,night
SMM00894,20230327_021000,0-2,light,night
SMM00894,20230327_021500,0-2,light,night
SMM00894,20230327_022500,0-4,moderate,night
SMM00894,20230328_140000,0-2,light,afternoon
SMM00894,20230328_140500,1-4,heavy,afternoon
SMM00894,20230328_141000,1-0,heavy,afternoon
SMM00894,20230328_141500,0-2,light,afternoon
SMM00894,20230329_093000,0-2,light,morning
SMM00894,20230329_093500,0-2,light,morning
SMM00894,20230329_111000,0-4,moderate,morning
SMM00894,20230329_162500,3-4,heavy,afternoon
SMM00894,20230329_163000,3-6,heavy,afternoon
SMM00894,20230329_163500,4-6,violent,afternoon
SMM00894,20230329_164000,2-8,heavy,afternoon
SMM00894,20230329_164500,0-4,moderate,afternoon
SMM00894,20230329_165000,0-4,moderate,afternoon
SMM00894,20230329_165500,0-6,moderate,afternoon
SMM00894,20230329_170000,0-2,light,afternoon
SMM00894,20230329_170500,0-2,light,afternoon
SMM00894,20230329_171000,0-4,moderate,afternoon
SMM00894,20230329_171500,0-6,moderate,afternoon
SMM00894,20230329_172000,0-4,moderate,afternoon
SMM00894,20230329_172500,0-6,moderate,afternoon
SMM00894,20230329_173000,0-4,moderate,afternoon
SMM00894,20230329_173500,0-2,light,afternoon
SMM00894,20230329_174000,0-4,moderate,afternoon
SMM00894,20230329_174500,0-2,light,afternoon
SMM00894,20230329_190000,0-4,moderate,night
SMM00894,20230330_121000,0-2,light,afternoon
SMM00894,20230330_121500,0-4,moderate,afternoon
SMM00894,20230330_122000,0-2,light,afternoon
SMM00894,20230330_163000,0-6,moderate,afternoon
SMM00894,20230330_175500,0-2,light,afternoon
SMM00894,20230330_180000,0-2,light,night
SMM00894,20230401_063000,0-4,moderate,morning
SMM00894,20230401_063500,0-8,moderate,morning
SMM00894,20230401_064000,0-2,light,morning
SMM00894,20230401_065000,0-2,light,morning
SMM00894,20230401_065500,0-8,moderate,morning
SMM00894,20230401_070000,0-4,moderate,morning
SMM00894,20230401_070500,0-4,moderate,morning
SMM00894,20230401_071500,0-4,moderate,morning
SMM00894,20230401_073000,0-2,light,morning
SMM00894,20230401_073500,0-2,light,morning
SMM00894,20230401_083000,0-2,light,morning
SMM00894,20230401_083500,0-2,light,morning
SMM00894,20230401_084000,0-2,light,morning
SMM00894,20230401_084500,0-6,moderate,morning
SMM00894,20230401_085000,0-2,light,morning
SMM00894,20230401_085500,0-4,moderate,morning
SMM00894,20230401_090000,0-2,light,morning
SMM00894,20230401_090500,0-2,light,morning
SMM00894,20230401_091000,0-2,light,morning
SMM00894,20230401_091500,0-2,light,morning
SMM00894,20230401_092000,0-2,light,morning
SMM00894,20230401_092500,0-2,light,morning
SMM00894,20230401_093000,0-2,light,morning
SMM00894,20230401_094000,0-2,light,morning
SMM00894,20230401_094500,0-2,light,morning
SMM00894,20230401_095000,0-2,light,morning
SMM00894,20230401_095500,0-4,moderate,morning
SMM00894,20230401_102500,0-2,light,morning
SMM00894,20230401_103000,0-2,light,morning
SMM00894,20230401_103500,0-2,light,morning
SMM00894,20230401_104500,0-4,moderate,morning
SMM00894,20230401_105000,0-4,moderate,morning
SMM00894,20230401_105500,0-4,moderate,morning
SMM00894,20230401_110000,0-4,moderate,morning
SMM00894,20230401_110500,0-8,moderate,morning
SMM00894,20230401_111000,0-4,moderate,morning
