Filename,Timestamp,Total Rain,Rain Class,Period
SMM11307,20240518_163000,1-0,heavy,afternoon
SMM11307,20240518_163500,0-6,moderate,afternoon
SMM11307,20240518_164000,2-4,heavy,afternoon
SMM11307,20240518_164500,0-2,light,afternoon
SMM11307,20240518_165000,0-2,light,afternoon
SMM11307,20240518_213000,0-4,moderate,night
SMM11307,20240518_214000,0-2,light,night
SMM11307,20240518_214500,0-2,light,night
SMM11307,20240518_215000,0-2,light,night
SMM11307,20240519_163000,1-6,heavy,afternoon
SMM11307,20240519_163500,2-0,heavy,afternoon
SMM11307,20240519_164000,0-8,moderate,afternoon
SMM11307,20240519_164500,0-6,moderate,afternoon
SMM11307,20240519_165000,0-2,light,afternoon
SMM11307,20240519_181500,0-2,light,night
SMM11307,20240519_182000,0-2,light,night
SMM11307,20240519_184500,0-4,moderate,night
SMM11307,20240519_185000,0-2,light,night
SMM11307,20240519_185500,0-2,light,night
SMM11307,20240519_190000,0-4,moderate,night
SMM11307,20240519_190500,0-4,moderate,night
SMM11307,20240519_191000,0-2,light,night
SMM11307,20240519_191500,0-4,moderate,night
SMM11307,20240520_232500,0-4,moderate,night
SMM11307,20240520_233000,0-6,moderate,night
SMM11307,20240520_233500,1-8,heavy,night
SMM11307,20240520_234000,0-4,moderate,night
SMM11307,20240520_234500,0-6,moderate,night
SMM11307,20240520_235000,0-4,moderate,night
SMM11307,20240522_095000,0-4,moderate,morning
SMM11307,20240522_134500,0-6,moderate,afternoon
SMM11307,20240523_051000,0-2,light,night
SMM11307,20240523_051500,0-2,light,night
SMM11307,20240523_065000,6-0,violent,morning
SMM11307,20240523_065500,6-8,violent,morning
SMM11307,20240523_070000,4-0,heavy,morning
SMM11307,20240523_070500,0-4,moderate,morning
SMM11307,20240523_071000,0-2,light,morning
SMM11307,20240524_012000,0-6,moderate,night
SMM11307,20240524_012500,0-4,moderate,night
SMM11307,20240524_013000,1-4,heavy,night
SMM11307,20240524_013500,1-0,heavy,night
SMM11307,20240524_014000,0-8,moderate,night
SMM11307,20240524_014500,0-6,moderate,night
SMM11307,20240524_015000,0-4,moderate,night
SMM11307,20240524_061500,0-4,moderate,morning
SMM11307,20240524_062000,0-4,moderate,morning
SMM11307,20240524_062500,0-2,light,morning
SMM11307,20240524_063000,0-2,light,morning
SMM11307,20240524_153000,0-2,light,afternoon
SMM11307,20240524_153500,0-4,moderate,afternoon
SMM11307,20240524_154000,0-2,light,afternoon
SMM11307,20240524_154500,0-2,light,afternoon
SMM11307,20240524_155000,0-2,light,afternoon
SMM11307,20240525_142000,4-6,violent,afternoon
SMM11307,20240525_142500,10-0,violent,afternoon
SMM11307,20240525_143000,4-6,violent,afternoon
SMM11307,20240525_143500,3-0,heavy,afternoon
SMM11307,20240525_144000,2-4,heavy,afternoon
SMM11307,20240525_144500,1-8,heavy,afternoon
SMM11307,20240525_145000,0-6,moderate,afternoon
SMM11307,20240525_145500,0-2,light,afternoon
SMM11307,20240526_054500,0-4,moderate,night
SMM11307,20240526_055500,0-2,light,night
SMM11307,20240526_060000,0-2,light,morning
SMM11307,20240526_060500,0-2,light,morning
SMM11307,20240526_063500,0-4,moderate,morning
SMM11307,20240526_064000,0-4,moderate,morning
SMM11307,20240526_064500,0-2,light,morning
SMM11307,20240526_065000,0-2,light,morning
SMM11307,20240526_090000,0-4,moderate,morning
